"1.0","STATE","STATE ABBREVIATION","DISTRICT","FEC ID#","INCUMBENT INDICATOR (I)","CANDIDATE NAME (First)","CANDIDATE NAME (Last)","CANDIDATE NAME (Last, First)","TOTAL VOTES","PARTY","PRIMARY","PRIMARY %","RUNOFF","RUNOFF %","GENERAL ","GENERAL %","COMBINED GE PARTY TOTALS (CT, NY, SC)","COMBINED % (CT, NY, SC)","FOOTNOTES",""
"213.0","Arizona","AZ","06","n/a","","","","","District Votes:","","122676.0","","","","249383.0","","","","",""
"214.0","Arizona","AZ","","n/a","","","","","","","","","","","","","","","",""
"216.0","Arizona","AZ","07","n/a","","","","","Party Votes:","DEM","33931.0","","","","","","","","",""
"217.0","Arizona","AZ","07","H0AZ07017","","Ruth","McClung","McClung, Ruth","","REP","15455.0","0.5095278913358829","","","70385.0","0.4422724073794802","","","",""
"218.0","Arizona","AZ","07","H0AZ07025","","Terry","Myers","Myers, Terry","","REP","7044.0","0.23222998813134643","","","","","","","",""
"219.0","Arizona","AZ","07","H0AZ07041","","Joseph","Sweeney","Sweeney, Joseph","","REP","3702.0","0.1220493208492681","","","","","","","",""
"220.0","Arizona","AZ","07","H0AZ07058","","Robert","Wilson","Wilson, Robert","","REP","2737.0","0.09023473559277331","","","","","","","",""
"221.0","Arizona","AZ","07","H0AZ07033","","Christopher J.","Flowers","Flowers, Christopher J.","","REP","1394.0","0.045958064090729264","","","","","","","",""
"222.0","Arizona","AZ","07","n/a","","","","","Party Votes:","REP","30332.0","","","","","","","","",""
"223.0","Arizona","AZ","07","H0AZ07025","","Harley","Myer","Myer, Harley","","IND","","","","","4506.0","0.028313979791886594","","","",""
"224.0","Arizona","AZ","07","H0AZ07074","","George","Keane","Keane, George","","LIB","159.0","0.5678571428571428","","","4318.0","0.02713265972955311","","","",""
"225.0","Arizona","AZ","07","H0AZ07066","","Andrew","Ibarra","Ibarra, Andrew","","LIB","121.0","0.43214285714285716","","","","","","","",""
"226.0","Arizona","AZ","07","n/a","","","","","Party Votes:","LIB","280.0","","","","","","","","",""
"227.0","Arizona","AZ","07","n/a","","","","","District Votes:","","64543.0","","","","159144.0","","","","",""
"228.0","Arizona","AZ","","n/a","","","","","","","","","","","","","","","",""
"229.0","Arizona","AZ","08","H6AZ08038","(I)","Gabrielle","Giffords","Giffords, Gabrielle","","DEM","55530.0","1.0","","","138280.0","0.4876259794483352","","","",""
"230.0","Arizona","AZ","08","n/a","","","","","Party Votes:","DEM","55530.0","","","","","","","","",""
"231.0","Arizona","AZ","08","H0AZ08015","","Jesse","Kelly","Kelly, Jesse","","REP","43097.0","0.48309065025613435","","","134124.0","0.4729703996783954","","","",""
"232.0","Arizona","AZ","08","H0AZ08056","","Jonathan","Paton","Paton, Jonathan","","REP","37066.0","0.41548687942069923","","","","","","","",""
"233.0","Arizona","AZ","08","H0AZ08031","","Brian","Miller","Miller, Brian","","REP","6613.0","0.07412763000078465","","","","","","","",""
"234.0","Arizona","AZ","08","H6AZ08103","","Jay","Quick","Quick, Jay","","REP","1933.0","0.02166773155776754","","","","","","","",""
"235.0","Arizona","AZ","08","H0AZ08023","","Andy","Goss","Goss, Andy","","REP","502.0","0.005627108764614229","","","","","","","",""
"236.0","Arizona","AZ","08","n/a","","","","","Party Votes:","REP","89211.0","","","","","","","","",""
"237.0","Arizona","AZ","08","H0AZ08064","","Steven","Stoltz","Stoltz, Steven","","LIB","482.0","1.0","","","11174.0","0.039403620873269436","","","",""
"238.0","Arizona","AZ","08","n/a","","","","","Party Votes:","LIB","482.0","","","","","","","","",""
"239.0","Arizona","AZ","08","n/a","","","","","District Votes:","","145223.0","","","","283578.0","","","","",""
"240.0","Arizona","AZ","","n/a","","","","","","","","","","","","","","","",""
"241.0","Arizona","AZ","H","n/a","","","","","Total State Votes:","","830858.0","","","","1698145.0","","","","",""
"242.0","Arizona","AZ","","n/a","","","","","","","","","","","","","","","",""
"243.0","Arizona","AZ","","n/a","","","","","","","","","","","","","","","",""
"244.0","Arizona","AZ","S","S6AZ00019","(I)","John","McCain","McCain, John","","REP","333744.0","0.5625205418497525","","","1005615.0","0.5886007712100318","","","",""
"245.0","Arizona","AZ","S","S0AZ00251","","J.D.","Hayworth","Hayworth, J.D.","","REP","190229.0","0.3206281465900108","","","","","","","",""
"246.0","Arizona","AZ","S","S0AZ00194","","Jim","Deakin","Deakin, Jim","","REP","69328.0","0.1168513115602367","","","","","","","",""
"247.0","Arizona","AZ","S","n/a","","","","","Party Votes:","REP","593301.0","","","","","","","","",""
"248.0","Arizona","AZ","S","S0AZ00269","","Rodney","Glassman","Glassman, Rodney","","DEM","100307.0","0.34604610406187686","","","592011.0","0.34651246368125194","","","",""
"249.0","Arizona","AZ","S","S4AZ00055","","Cathy","Eden","Eden, Cathy","","DEM","76487.0","0.2638702020933811","","","","","","","",""
"250.0","Arizona","AZ","S","S0AZ00293","","John","Dougherty","Dougherty, John","","DEM","68589.0","0.2366231293080251","","","","","","","",""
"251.0","Arizona","AZ","S","S0AZ00277","","Randy","Parraz","Parraz, Randy","","DEM","44435.0","0.1532949707796016","","","","","","","",""
"252.0","Arizona","AZ","S","S0AZ00319","","William","Koller","Koller, William","","W(DEM)","48.0","0.00016559375711535675","","","","","","","",""
"253.0","Arizona","AZ","S","n/a","","","","","Party Votes:","DEM","289866.0","","","","","","","","",""
"254.0","Arizona","AZ","S","S0AZ00301","","David F.","Nolan","Nolan, David F.","","LIB","2669.0","1.0","","","80097.0","0.04688191402436312","","","",""
"255.0","Arizona","AZ","S","n/a","","","","","Party Votes:","LIB","2669.0","","","","","","","","",""
"256.0","Arizona","AZ","S","S0AZ00285","","Jerry","Joslyn","Joslyn, Jerry","","GRE","1948.0","1.0","","","24603.0","0.014400486044938085","","","",""
"257.0","Arizona","AZ","S","n/a","","","","","Party Votes:","GRE","1948.0","","","","","","","","",""
"258.0","Arizona","AZ","S","S0AZ00244","","Ian ","Gilyeat","Gilyeat, Ian ","","W","","","","","5938.0","0.003475595908419394","","","",""
"259.0","Arizona","AZ","S","n/a","","Loyd","Ellis","Ellis, Loyd","","W","","","","","160.0","9.365027708775733e-05","","","",""
"260.0","Arizona","AZ","S","S0AZ00327 ","","Santos","Chavez","Chavez, Santos","","W","","","","","39.0","2.282725504014085e-05","","","",""
"261.0","Arizona","AZ","S","S0AZ00335 ","","Sydney ","Dudikoff","Dudikoff, Sydney ","","W","","","","","14.0","8.194399245178767e-06","","","",""
"262.0","Arizona","AZ","S","S6AZ00191","","Ray J. ","Caplette","Caplette, Ray J. ","","W","","","","","7.0","4.097199622589383e-06","","","",""
"263.0","Arizona","AZ","S","n/a","","","","","Total State Votes:","","887784.0","","","","1708484.0","","","","",""
"264.0","","","","n/a","","","","","","","","","","","","","","","",""
"265.0","Arkansas","AR","01","H0AR01083","","Rick","Crawford","Crawford, Rick","","REP","14461.0","0.717916894206424","","","93224.0","0.5178650786596747","","","",""
"266.0","Arkansas","AR","01","H0AR01125","","Princella D.","Smith","Smith, Princella D.","","REP","5682.0","0.28208310579357593","","","","","","","",""
"267.0","Arkansas","AR","01","n/a","","","","","Party Votes:","REP","20143.0","","","","","","","","",""
"268.0","Arkansas","AR","01","H0AR01109","","Chad","Causey","Causey, Chad","","DEM","25854.0","0.26977617780560337","39402.0","0.5146686172575041","78267.0","0.4347780197315794","","","",""
"269.0","Arkansas","AR","01","H0AR01117","","Tim","Wooldridge","Wooldridge, Tim","","DEM","36809.0","0.3840872332655084","37156.0","0.4853313827424959","","","","","",""
"270.0","Arkansas","AR","01","H0AR01133","","David R.","Cook","Cook, David R.","","DEM","14158.0","0.14773308290290604","","","","","","","",""
"271.0","Arkansas","AR","01","H0AR01141","","Steve","Bryles","Bryles, Steve","","DEM","9650.0","0.1006939009756352","","","","","","","",""
"272.0","Arkansas","AR","01","H0AR01166","","Terry G.","Green","Green, Terry G.","","DEM","5094.0","0.053153858193770546","","","","","","","",""
"273.0","Arkansas","AR","01","H0AR01174","","Ben","Ponder","Ponder, Ben","","DEM","4270.0","0.04455574685657641","","","","","","","",""
"274.0","Arkansas","AR","01","n/a","","","","","Party Votes:","DEM","95835.0","","76558.0","","","","","","",""
"275.0","Arkansas","AR","01","H0AR01182","","Ken","Adler","Adler, Ken","","GRE","","","","","8320.0","0.046218113945427075","","","",""
"276.0","Arkansas","AR","01","H0AR01158","","Mickey","Higgins","Higgins, Mickey","","W","","","","","196.0","0.001088792107368234","","","",""
"277.0","Arkansas","AR","01","n/a","","","Scattered","Scattered","","W","","","","","9.0","4.999555595058217e-05","","","",""
"278.0","Arkansas","AR","01","n/a","","","","","District Votes:","","115978.0","","76558.0","","180016.0","","","","",""
"279.0","Arkansas","AR","","n/a","","","","","","","","","","","","","","","",""
"280.0","Arkansas","AR","02","H0AR02107","","Tim","Griffin","Griffin, Tim","","REP","24610.0","0.6168692818648953","","","122091.0","0.5790364805645666","","","",""
"281.0","Arkansas","AR","02","H0AR02115","","Scott","Wallace","Wallace, Scott","","REP","15285.0","0.38313071813510463","","","","","","","",""
"282.0","Arkansas","AR","02","n/a","","","","","Party Votes:","REP","39895.0","","","","","","","","",""
"283.0","Arkansas","AR","02","H0AR02131","","Joyce","Elliott","Elliott, Joyce","","DEM","30420.0","0.39727315467795016","37021.0","0.5375880345603717","80687.0","0.3826712575645476","","","",""
"284.0","Arkansas","AR","02","H0AR02123","","Robbie","Wills","Wills, Robbie","","DEM","21299.0","0.27815650629472916","31844.0","0.46241196543962826","","","","","",""
"285.0","Arkansas","AR","02","H0AR02156","","David","Boling","Boling, David","","DEM","14800.0","0.19328213968552474","","","","","","","",""
"286.0","Arkansas","AR","02","H0AR02164","","Patrick","Kennedy","Kennedy, Patrick","","DEM","5032.0","0.0657159274930784","","","","","","","",""
"287.0","Arkansas","AR","02","H0AR02149","","John","Adams","Adams, John","","DEM","5021.0","0.06557227184871754","","","","","","","",""
"288.0","Arkansas","AR","02","n/a","","","","","Party Votes:","DEM","76572.0","","68865.0","","","","","","",""
"289.0","Arkansas","AR","02","H0AR02172","","Lance","Levi","Levi, Lance","","IND","","","","","4421.0","0.020967313565913533","","","",""
"290.0","Arkansas","AR","02","H0AR02180","","Lewis","Kennedy","Kennedy, Lewis","","GRE","","","","","3599.0","0.017068844497562272","","","",""
"291.0","Arkansas","AR","02","n/a","","","Scattered","Scattered","","W","","","","","40.0","0.0001897065240073606","","","",""
"292.0","Arkansas","AR","02","H8AR02118","","Danial","Suits","Suits, Danial","","W","","","","","14.0","6.639728340257621e-05","","","",""
"293.0","Arkansas","AR","02","n/a","","","","","District Votes:","","116467.0","","68865.0","","210852.0","","","","",""
"294.0","Arkansas","AR","","n/a","","","","","","","","","","","","","","","",""
"295.0","Arkansas","AR","03","H0AR03055","","Steve","Womack","Womack, Steve","","REP","19414.0","0.31180136194269564","18334.0","0.5177048624837635","148581.0","0.7243507554004183","","","",""
"296.0","Arkansas","AR","03","H0AR03063","","Cecile","Bledsoe","Bledsoe, Cecile","","REP","8253.0","0.1325485031478864","17080.0","0.48229513751623654","","","","","",""
"297.0","Arkansas","AR","03","H2AR03192","","Gunner","DeLay","DeLay, Gunner","","REP","8088.0","0.1298984967236284","","","","","","","",""
"298.0","Arkansas","AR","03","H0AR03022","","Bernie","Skoch","Skoch, Bernie","","REP","7092.0","0.11390209430810741","","","","","","","",""
"299.0","Arkansas","AR","03","H0AR03097","","Doug","Matayo","Matayo, Doug","","REP","6088.0","0.09777720673262238","","","","","","","",""
"300.0","Arkansas","AR","03","H0AR03048","","Kurt","Maddox","Maddox, Kurt","","REP","6037.0","0.09695811383785173","","","","","","","",""
"301.0","Arkansas","AR","03","H0AR03071","","Mike","Moore","Moore, Mike","","REP","4801.0","0.07710715662341","","","","","","","",""
"302.0","Arkansas","AR","03","H0AR03089","","Steve","Lowry","Lowry, Steve","","REP","2491.0","0.04000706668379802","","","","","","","",""
"303.0","Arkansas","AR","03","n/a","","","","","Party Votes:","REP","62264.0","","35414.0","","","","","","",""
"304.0","Arkansas","AR","03","H0AR03030","","David","Whitaker","Whitaker, David","","DEM","Unopposed","","","","56542.0","0.27564924459958173","","","",""
"305.0","Arkansas","AR","03","n/a","","","","","District Votes:","","62264.0","","35414.0","","205123.0","","","","",""
"306.0","Arkansas","AR","","n/a","","","","","","","","","","","","","","","",""
"307.0","Arkansas","AR","04","H0AR04038","(I)","Mike","Ross","Ross, Mike","","DEM","Unopposed","","","","102479.0","0.5752916343875959","","","",""
"308.0","Arkansas","AR","04","H0AR04079","","Beth Anne","Rankin","Rankin, Beth Anne","","REP","9761.0","0.5537213523939187","","","71526.0","0.40152918589376535","","","",""
"309.0","Arkansas","AR","04","H0AR04061","","Glenn","Gallas","Gallas, Glenn","","REP","7867.0","0.4462786476060812","","","","","","","",""
"310.0","Arkansas","AR","04","n/a","","","","","Party Votes:","REP","17628.0","","","","","","","","",""
"311.0","Arkansas","AR","04","H8AR04098","","Josh","Drake","Drake, Josh","","GRE","","","","","4129.0","0.023179179718638778","","","",""
"312.0","Arkansas","AR","04","n/a","","","","","District Votes:","","17628.0","","","","178134.0","","","","",""
"313.0","Arkansas","AR","H","n/a","","","","","Total State Votes:","","312337.0","","180837.0","","774125.0","","","","",""
"314.0","Arkansas","AR","","n/a","","","","","","","","","","","","","","","",""
"315.0","Arkansas","AR","","n/a","","","","","","","","","","","","","","","",""
"316.0","Arkansas","AR","S","S0AR00150","","John","Boozman","Boozman, John","","REP","75010.0","0.5272740053423309","","","451618.0","0.5790293567465898","","","",""
"317.0","Arkansas","AR","S","S4AR00046","","Jim","Holt","Holt, Jim","","REP","24826.0","0.1745114578939969","","","","","","","",""
"318.0","Arkansas","AR","S","S0AR00077","","Gilbert","Baker","Baker, Gilbert","","REP","16540.0","0.11626599184591593","","","","","","","",""
"319.0","Arkansas","AR","S","S0AR00069","","Conrad ""Colonel""","Reynolds","Reynolds, Conrad ""Colonel""","","REP","7128.0","0.050105440742302824","","","","","","","",""
"320.0","Arkansas","AR","S","S0AR00036","","Curtis","Coleman","Coleman, Curtis","","REP","6928.0","0.048699564178265146","","","","","","","",""
"321.0","Arkansas","AR","S","S0AR00085","","Kim","Hendren","Hendren, Kim","","REP","5551.0","0.03902010403486574","","","","","","","",""
"322.0","Arkansas","AR","S","S0AR00143","","Randy","Alexander","Alexander, Randy","","REP","4389.0","0.030851961197806834","","","","","","","",""
"323.0","Arkansas","AR","S","S0AR00044","","Fred","Ramey","Ramey, Fred","","REP","1888.0","0.013271474764515675","","","","","","","",""
"324.0","Arkansas","AR","S","n/a","","","","","Party Votes:","REP","142260.0","","","","","","","","",""
"325.0","Arkansas","AR","S","S8AR00112","(I)","Blanche Lambert","Lincoln","Lincoln, Blanche Lambert","","DEM","146579.0","0.44504865570584934","134756.0","0.5199702115673269","288156.0","0.369451136408802","","","",""
"326.0","Arkansas","AR","S","S0AR00168","","Bill","Halter","Halter, Bill","","DEM","140081.0","0.425319184466609","124405.0","0.48002978843267313","","","","","",""
"327.0","Arkansas","AR","S","S0AR00176","","DC","Morrison","Morrison, DC","","DEM","42695.0","0.1296321598275417","","","","","","","",""
"328.0","Arkansas","AR","S","n/a","","","","","Party Votes:","DEM","329355.0","","259161.0","","","","","","",""
"329.0","Arkansas","AR","S","S0AR00135","","Trevor","Drown","Drown, Trevor","","IND","","","","","25234.0","0.03235306561771995","","","",""
"330.0","Arkansas","AR","S","S0AR00184","","John Laney, III","Gray","Gray, John Laney, III","","GRE","","","","","14430.0","0.018501019928021674","","","",""
"331.0","Arkansas","AR","S","n/a","","","Scattered","Scattered","","W","","","","","376.0","0.00048207785813833326","","","",""
"332.0","Arkansas","AR","S","S0AR00192","","Stephan ""Troublemaker""","Hercher","Hercher, Stephan ""Troublemaker""","","W","","","","","143.0","0.0001833434407281427","","","",""
"333.0","Arkansas","AR","S","n/a","","","","","","","","","","","","","","","",""
"334.0","Arkansas","AR","S","n/a","","","","","Total State Votes:","","471615.0","","259161.0","","779957.0","","","","",""
"335.0","","","","n/a","","","","","","","","","","","","","","","",""
"336.0","California","CA","01","H8CA01109","(I)","Mike","Thompson","Thompson, Mike","","DEM","74695.0","1.0","","","147307.0","0.6279284886100123","","","",""
"337.0","California","CA","01","n/a","","","","","Party Votes:","DEM","74695.0","","","","","","","","",""
"338.0","California","CA","01","H0CA01148","","Loren","Hanks","Hanks, Loren","","REP","28115.0","0.6046496623510689","","","72803.0","0.3103388009821307","","","",""
"339.0","California","CA","01","H0CA01155","","Randy ","Franck","Franck, Randy ","","REP","18383.0","0.3953503376489311","","","","","","","",""
"340.0","California","CA","01","n/a","","","","","Party Votes:","REP","46498.0","","","","","","","","",""
"341.0","California","CA","01","H8CA01182","","Carol","Wolman","Wolman, Carol","","GRE","1818.0","1.0","","","8486.0","0.036173441549583955","","","",""
